tx_id,tx_hash,date_id,from_wallet_id,to_wallet_id,token_id,product_id,tx_type,amount_token,token_price_usd,amount_usd,gas_fee_usd,chain,status,block_number,created_at
6832,0xa45433be7efff23e72d51e93a9d3c1e980821661e5a2625b507a45c747370d52,20240818,161,4,9,,burn,31323.872916,432.0723,13534177.82,1.1807,polygon,confirmed,18385619,2024-08-18 17:38:00
6833,0x97a73b54d8ba6578422374943321b10cf912ec66dee628d246e595cc5bae752d,20241113,10,167,6,6,bridge,23619.200351,0.8258,19504.74,24.1335,solana,confirmed,20269296,2024-11-13 16:17:00
6834,0x6c5519ad177413f9d6500ff3406e37d603f27d8cb784888ef0f4330d81f363bd,20240616,197,286,8,10,approve,20889.537805,2.1827,45595.59,60.3733,binance_smart_chain,confirmed,18862986,2024-06-16 13:18:00
6835,0x00c513b6ee629fd4a9f9d0b48af515371be43ed1dedaf2246a671ba0e01a178d,20240926,240,171,10,,mint,8519.487249,18.0037,153382.29,31.2361,ethereum,confirmed,19924475,2024-09-26 00:45:00
6836,0x744542a6173beec50633c7f84ba83d1fe293d5c1bbea0f471a0427cab511e13b,20240626,236,36,6,8,approve,11788.955452,0.79,9313.27,6.678,arbitrum,confirmed,18084109,2024-06-26 15:08:00
6837,0x1038d44e26722d2af3981792805082afab7a3dff50f16ac321852c8a314f34a0,20240323,66,95,6,2,mint,32304.83987,0.8116,26218.61,53.8792,ethereum,confirmed,20489035,2024-03-23 06:49:00
6838,0x1304d8dfc25e9a4686aad16d39cd892640939a355194443d214e49f3b176b835,20240407,231,115,5,1,burn,34801.458664,183.808,6396786.51,3.4292,solana,confirmed,18065279,2024-04-07 22:53:00
6839,0x25463f02fc97468e71b520a5848d79025660f05811bbaaef83c2991e2e545d25,20241208,230,146,8,,stake,8376.197487,2.1878,18325.44,38.8801,arbitrum,confirmed,20507197,2024-12-08 12:53:00
6840,0xb913bc87fc1d2925f49962c7e8b07dc981aba0728210eae858fe508d4f85a614,20240117,112,127,5,4,mint,26670.593423,180.2912,4808473.29,72.6793,arbitrum,confirmed,19672524,2024-01-17 00:02:00
6841,0x71227079299e630ed4402987c6ea5490c6a021aab82a19e56b062ed91da4fb81,20240227,118,149,10,3,unstake,27947.944856,18.0362,504074.72,8.6937,polygon,failed,18709166,2024-02-27 14:46:00
6842,0x5e639ed1ad7d59d441c2bb2c1f1362150d8dec8da04ab4771d981b6587358741,20240522,125,168,4,4,mint,21690.979293,1.073,23274.42,40.9616,ethereum,confirmed,19568833,2024-05-22 18:15:00
6843,0x3458d7ca78e79828bb6a538ceca3639a6147622b7a93636d58940acc941a8d8d,20240701,284,276,5,8,transfer,946.310888,181.8117,172050.39,54.1066,binance_smart_chain,confirmed,19958036,2024-07-01 10:11:00
6844,0x2444fd161e9a86f154849e9fdee7a41c19f71860ce102fbdf9069b090fc21f74,20240128,257,168,10,,burn,32579.667614,17.8638,581996.67,15.2364,arbitrum,confirmed,20657594,2024-01-28 17:08:00
6845,0x5b191eb2e16e29dfd265c7dcc01ba7f9595ef3f3c776c8e96ab8369c4c488f14,20240113,194,55,10,7,transfer,32222.325897,19.9621,643225.29,31.2317,polygon,confirmed,18072629,2024-01-13 13:32:00
6846,0x2bcbd6ddd90bac1d9fccde7fe27ce5f2790c76b7f6cd42cdd02cbd87b2226d20,20240609,109,281,6,4,burn,17682.923023,0.8475,14986.28,78.8455,polygon,confirmed,19872742,2024-06-09 14:22:00
6847,0x47417c02f699ea6c476f601b61bb9e7c1db065fbafc21cd0b2f8d2d40221fc62,20241003,281,179,1,7,approve,18402.512538,3351.2851,61672066.07,3.5026,solana,confirmed,19683434,2024-10-03 12:34:00
6848,0x77b7d21cbf3f0e4fc9d8fcbe35fd912b162424585d37fa8d9f2cab338d6c0c03,20241204,9,244,1,4,swap,46091.813932,3317.3561,152902960.11,44.2779,binance_smart_chain,confirmed,19473427,2024-12-04 13:27:00
6849,0xf1a02876d1c916f258eb7656e53fecb77a7afe054ac1bd9acba931356796c4fe,20240827,12,38,1,10,burn,46676.016989,3236.4146,151062942.85,30.2468,polygon,confirmed,20685449,2024-08-27 06:42:00
6850,0xd16e01cce340689f2904ae80f4bc24fa177adfcab9e649725b952935f7fcf766,20241005,271,75,9,8,unstake,20167.169031,423.6916,8544660.11,54.3889,binance_smart_chain,confirmed,20673816,2024-10-05 15:28:00
6851,0x7bbe1e227b152f70a532aefc9c284c12a0a4efcc078041b27d4403d86dea8334,20240403,10,237,6,,transfer,400.61941,0.9144,366.33,43.6904,solana,confirmed,18078050,2024-04-03 02:34:00
6852,0x2022b39beae8cf3de0630631d24c0b6b2cef045d4a9e8f08b8e8dc2921b753b7,20240212,246,164,4,,unstake,2232.031532,1.0697,2387.6,58.1282,optimism,confirmed,20844569,2024-02-12 17:42:00
6853,0xecac8d94509aabab7a2e237bd485f6ce6a79615546f5fe0fd5a61bf33c0565b0,20240203,300,241,4,6,transfer,32671.390546,0.9248,30214.5,64.6454,solana,confirmed,20010321,2024-02-03 08:34:00
6854,0x5a33e269dcad0a00dbb4cedd6c36b9b5899c96d59963b924613e0522edeea1a1,20241204,158,150,5,2,mint,3474.103625,176.2067,612160.34,17.6114,solana,confirmed,20490778,2024-12-04 23:01:00
6855,0xdf945a1a8f0774cd64df3d75be2b19e9298a3f8b4326d42824c56758d48394ee,20240401,187,289,8,,swap,14112.113145,2.1966,30998.67,12.2167,arbitrum,confirmed,19199982,2024-04-01 05:33:00
6856,0xd148fe17e13d43451c773292f4b82bc1507e9efe960f972e46797404d4f14c31,20240201,189,12,3,9,bridge,13639.733954,0.9241,12604.48,53.9276,binance_smart_chain,confirmed,19722074,2024-02-01 21:55:00
6857,0x3cd7c4e304a986e33d85c2f8962f57d813f780b609fadd894c3fa2fcad95ba4b,20241121,123,226,3,,transfer,19280.163171,0.9298,17926.7,1.5728,optimism,confirmed,19371655,2024-11-21 04:56:00
6858,0x4cfe381493abba64014593dea75d59a8b8d35a2a5127f15d6ba1125d3ef461d9,20240424,241,56,5,1,bridge,49653.662536,188.5009,9359760.08,48.7912,polygon,confirmed,20369175,2024-04-24 13:15:00
6859,0x70314aa6afeb9fd421d927a9890df6850586c77404b8c361d23bacc8a460ea11,20241023,47,161,9,7,swap,39367.376704,425.686,16758141.12,9.6982,optimism,confirmed,18562611,2024-10-23 18:52:00
6860,0xbb4b331512784bfe9299dcdb3685784c13e57827c6736f34e736df0033dcd365,20240210,81,75,5,6,swap,18570.302214,167.9296,3118503.42,20.7088,optimism,reverted,18975031,2024-02-10 05:45:00
6861,0xe2561112e91aed17a18008c22ca44d872f0935048bb3e27713557afcde657305,20241208,54,226,7,2,stake,35722.955598,1.1729,41899.45,70.9696,polygon,confirmed,18084077,2024-12-08 16:42:00
6862,0x557a80cce2af12e892da1a9cefc6ed3d3e1ae06b7fa31361437a7977b0dae44e,20240105,1,281,5,,burn,28995.923802,182.5794,5294058.37,60.7545,arbitrum,confirmed,19276586,2024-01-05 07:39:00
6863,0x6ffe40290a6b49911397083589c71b9e5719d38e1e735fc505de2cd566aa672d,20240306,262,188,7,5,unstake,32448.546601,1.1952,38782.5,1.2187,arbitrum,confirmed,20487788,2024-03-06 22:54:00
6864,0x31bd932ba7146c85a62206de67d6af73e0dd94c5dc4fca1dc219d9d5f5fe0103,20240715,45,16,8,,burn,704.427284,2.0696,1457.88,69.3424,arbitrum,confirmed,19927225,2024-07-15 23:41:00
6865,0x046d352d1edd2034f8235dbc782b3596b1c796cecb759f4401fa14117b4d9578,20240301,10,252,9,7,approve,44893.550449,388.8483,17456780.77,22.9801,solana,confirmed,18322769,2024-03-01 05:58:00
6866,0x472ab4455eac14618f7ff5107e8913307896802240e19cac64eda05b5bf3b544,20240128,72,149,8,2,approve,44818.398244,2.0366,91277.15,73.3499,optimism,reverted,19139838,2024-01-28 16:56:00
6867,0x2c4e30b4bc5f1e14c2f57b7f5a220e81a360e8ccb7fcbcd15ef5af3cec76af5f,20241224,75,143,3,,approve,5453.543152,1.0021,5465.0,53.5631,arbitrum,confirmed,18348851,2024-12-24 21:44:00
6868,0xc40c2411ebf987e58c4dc17ee998b11c24a2d57e5e5cb80e69aadd7cf8025bb5,20241123,231,261,8,3,stake,34634.199593,2.1764,75377.87,47.8438,solana,confirmed,18982387,2024-11-23 18:46:00
6869,0x3aeda0299ef8f784ace0f91382f8ac054678355de255d1b0c004d666e67f41c0,20241114,153,291,4,7,stake,25700.714951,1.0423,26787.86,16.3709,arbitrum,pending,20465354,2024-11-14 13:06:00
6870,0x6722904a8f6f9eaddb1b080ddd33dee8e562955ea2fdd4671e104c7eb6157f86,20241126,22,139,6,7,mint,38838.643283,0.8642,33564.36,41.4766,optimism,confirmed,18218215,2024-11-26 12:12:00
6871,0xfa40327aa42b89721bcbde13366080cc9f5afa4916fbf2ca007edd0e6519dab3,20240815,42,223,5,5,burn,49296.13407,161.847,7978431.41,3.4277,solana,confirmed,19333805,2024-08-15 09:02:00
6872,0x9b450d610137f4bb3285f827552f84ee054457138ab0df22b95d64639618da13,20240602,277,39,9,7,swap,47904.961839,398.4844,19089379.98,76.4504,binance_smart_chain,failed,20503460,2024-06-02 15:59:00
6873,0xb64341579c166e603bf364719bb6b62b0a3a666388d9ca80b47ca412c6fa838c,20241123,120,232,1,6,swap,18174.310199,2997.5603,54478590.73,54.5504,polygon,confirmed,20362661,2024-11-23 02:38:00
6874,0xc663d57c40157c955ba89b16e915a4c26edbd06dd6b32befe1fd3b9260d7de3d,20240512,164,196,8,5,burn,13593.911252,2.204,29960.98,52.2506,solana,confirmed,19557176,2024-05-12 03:30:00
6875,0x4d61fa4ceddc67ab4d70ebb575ddf4d512df452cee698718eb961e0d066eb842,20241021,239,170,10,7,transfer,23877.658615,17.7254,423241.05,49.6542,optimism,confirmed,20760357,2024-10-21 08:21:00
6876,0x0c0bf2b998c505055197d73afd91f3f1e209c532068d782e4fecadb7c57de4ed,20241013,288,91,9,,swap,22836.845837,413.4381,9441622.15,69.391,solana,confirmed,19545844,2024-10-13 04:33:00
6877,0xbdb7b654fa3fc8b08f54794c71cf6f40a4f48a6dce98b101a35060e9aba828eb,20241021,182,238,3,6,bridge,48834.654887,0.9718,47457.52,43.117,ethereum,confirmed,19707242,2024-10-21 20:52:00
6878,0x506d5d2f5f8cfd0f689508d9052be6bb72945fd535887b8fe6756975cea4167e,20240209,209,134,4,1,swap,13434.748169,1.06,14240.83,59.4936,solana,pending,19860058,2024-02-09 00:59:00
6879,0x2c4bf9b5b6ac4d5df2bae8d9a30e028d962d23091b7956f8c527d8e5e7815772,20240824,74,239,10,4,transfer,8899.266296,19.3132,171873.31,67.2657,binance_smart_chain,failed,18617631,2024-08-24 01:30:00
6880,0xcd366481cb7616cab416b9b29a337946684cde5b193c52f85bcbd9150299d8fa,20240612,121,262,6,,bridge,47364.576491,0.8176,38725.28,69.7075,optimism,pending,20244149,2024-06-12 16:48:00
6881,0x18e9f7bd8703749a5cf66a0e5c52ae21f0d73fc7dd4251218b6cfa9d7b99d97b,20240228,10,255,4,10,transfer,1249.043105,1.0141,1266.65,20.029,solana,confirmed,19081140,2024-02-28 18:35:00
6882,0xbc8d8c5952229b990a6efb7758a6044fd6f75539b960da6b1727f7b23216e9ac,20240609,23,107,3,5,transfer,7042.120173,0.9956,7011.13,15.4559,arbitrum,confirmed,20376037,2024-06-09 20:25:00
6883,0x8eccab29ee5239cf38425ab5184b49715507eafcc7b89a14fcf8ad0f75ba6a4f,20240615,175,285,7,10,unstake,9762.696796,1.2153,11864.61,43.0539,polygon,confirmed,19131730,2024-06-15 01:37:00
6884,0x86252dc7a5b59be589294c5a9276b67166aa024ef467290278e5a578ed1fbe90,20240207,95,238,9,,approve,24099.982735,409.8355,9877028.47,47.9056,binance_smart_chain,confirmed,20351094,2024-02-07 21:51:00
6885,0x77d53b3a4bc8f09ce34df53014a25bd79d2a611fcf35d992ec00b993dbc2589f,20241119,9,105,6,,transfer,48937.512481,0.7933,38822.13,60.3965,binance_smart_chain,confirmed,18125543,2024-11-19 13:01:00
6886,0x9337912b277f7de0bc89babfac36b21555ae852b374092b54f4b960e5ce264a9,20240824,241,128,1,9,mint,41113.010158,3400.9664,139823966.15,26.4066,polygon,pending,19545172,2024-08-24 01:22:00
6887,0x613480078907c5d92e65f1328d6fa2b66789e4ec3568053daba7a83711e659bc,20240803,145,95,2,,bridge,7376.604322,64281.3437,474178037.76,,ethereum,confirmed,19477539,2024-08-03 19:01:00
6888,0x2feb6d1362b6cceff4c39225581253ceab6e10c28d6165f74be9a7c081b97e81,20240508,12,88,5,,swap,41807.113745,174.1992,7282765.77,73.5614,polygon,confirmed,19946307,2024-05-08 11:58:00
6889,0x3f97d40986979426cd0e0b1ba6a9e0befaa617b29516335421fbed1320dd1b25,20240125,231,96,5,,bridge,24352.021762,161.7213,3938240.62,5.2916,solana,confirmed,19227720,2024-01-25 11:17:00
6890,0xc1088546e4de7f3a9267427915f4d2ee663ce7fb51ef6d1717f2e4c80d77fa6b,20240806,273,168,1,2,transfer,28268.76741,3369.5291,95252434.41,74.9713,optimism,confirmed,19838472,2024-08-06 12:09:00
6891,0xd80ea1fdac8ac2aebbcae3a8b42de18860f48101ec486da5082512e5129ad90f,20240928,16,220,5,9,unstake,21616.490218,166.1047,3590600.62,72.1156,optimism,confirmed,19292462,2024-09-28 15:46:00
6892,0xbd843bc4cc5a282e4340e944723351330d8ef5b9b84ae2d3422b526dd3a4e62a,20240428,227,204,10,,unstake,38258.58578,19.1404,732284.64,63.1878,optimism,confirmed,19604497,2024-04-28 09:56:00
6893,0xbfddf228c9124f83937e7f0eeb62cbc62c72125c77e9430bb355b51f02c968eb,20241121,192,99,1,8,mint,1398.147953,3452.2358,4826736.42,58.8249,polygon,confirmed,19793724,2024-11-21 09:07:00
6894,0x5e75dd0ef5e1f8454c28cf8bdf1d05d8f4ef4e19c872699984ca8aec36901ec7,20240401,289,180,8,2,stake,36845.100176,1.9478,71766.89,74.9223,optimism,confirmed,20255265,2024-04-01 06:26:00
6895,0x0fa08952ee7f06fbf744ec372a1b724bd04fe88c7b2d4dd4c6cedb27a5c07cd9,20241017,173,147,1,4,approve,10646.039645,3392.3121,36114689.1,32.4908,optimism,pending,20816984,2024-10-17 02:14:00
6896,0xd518c18ecb3869b72bd737fa1a29339b0a8bc9d335182b4e1d4543851fefa074,20240720,81,144,4,6,mint,18356.415601,1.0472,19222.84,59.4538,optimism,failed,19236752,2024-07-20 10:24:00
6897,0x12242126b21f0e8eeae89f4622e1767fd58a59cff96e9b46948f9a6d64ca2c1e,20240313,288,130,6,5,approve,8777.405768,0.8499,7459.92,57.2144,solana,confirmed,20717395,2024-03-13 15:15:00
6898,0x03175bd2115b83a66b4d34734905f6e95cdf9365403d3859d2ff253e1ea8d2f3,20241013,151,83,7,6,swap,38443.217911,1.257,48323.12,51.6683,solana,confirmed,19111588,2024-10-13 00:02:00
6899,0xfc51cc023b2d80fea0634ed0e9b8514528975c31a619d13d4ecc5ef683e9a7a8,20240128,258,189,9,1,unstake,12148.524287,407.6597,4952463.77,2.6396,ethereum,confirmed,18225267,2024-01-28 17:47:00
6900,0xd1f913c7b89ec8d2c43982e1167edcd792dd1e2bb39e8b09c2b37d31520d904f,20241010,76,173,10,,mint,19088.667546,17.641,336743.18,60.1396,optimism,confirmed,19416441,2024-10-10 08:14:00
6901,0x9b2c73a86fb6e65517706ecb16fe5aeaa0f00dbd81b0119acd398bceadcf9d7b,20240906,222,31,7,10,bridge,6496.788496,1.1549,7503.14,33.374,solana,confirmed,20388284,2024-09-06 01:15:00
6902,0x8d5260fd8339af16b775a9ed2c193a2a5e6a39d2e11c05e87e50fc75aba0f798,20240926,147,141,1,,transfer,24031.279583,3004.7191,72207244.76,27.1814,optimism,confirmed,19695304,2024-09-26 04:36:00
6903,0x9903bb7c0dff08fe3fa06ef193348c580f5060f428dfca2f65dcd127f7b28341,20241109,220,31,10,,swap,45282.929778,17.4975,792338.06,18.9624,binance_smart_chain,confirmed,19528817,2024-11-09 00:15:00
6904,0xc01a1d28e7f1a824cb7f7834a543050f86773b186532fc35147d398040e8a3cc,20240223,203,282,5,5,bridge,31109.982538,176.4104,5488124.46,9.1728,binance_smart_chain,confirmed,19122224,2024-02-23 19:01:00
6905,0xdbc8c78b03258f7d12bb37193f3b561aca187db55c9e834f2a91d51b99df32b4,20240328,87,152,10,,approve,15935.423931,19.9319,317623.28,75.0103,binance_smart_chain,confirmed,18095356,2024-03-28 05:32:00
6906,0x5caa764d4356cc7515644e7bb8e024dba8a1d4b9c53848a8930c77030c99b60a,20241120,106,295,10,7,bridge,22002.516064,18.0284,396670.16,5.4646,ethereum,confirmed,19339650,2024-11-20 23:04:00
6907,0xbe0135fa0be46f78e890b46539f2f404b51dd66ac1cf2f75c593992020df8d37,20241221,218,57,1,8,swap,27876.886463,2951.626,82282142.88,55.8245,optimism,confirmed,18443202,2024-12-21 12:57:00
6908,0x6b783a80921009494c24670182151243ea1bfcdd8ae0e0c255bb0b315f6d4b08,20240815,182,93,7,,transfer,24484.545554,1.1842,28994.6,58.3984,ethereum,confirmed,20179181,2024-08-15 14:29:00
6909,0xe5e54721d0809cb6cb9d935be25472f9317afa4563e8d9c6bbcbe2cde592ce02,20241018,192,202,8,,unstake,27819.232026,2.055,57168.52,22.2934,polygon,confirmed,19813057,2024-10-18 21:46:00
6910,0xde6f27d661f644c1fb4cb7a1339debabf42f590084d87e679fee46be7b8642c3,20240501,85,75,4,10,swap,13353.8304,1.0649,14220.49,42.3307,optimism,confirmed,20706196,2024-05-01 11:17:00
6911,0x388cf50f779be4272b756f46bec7583d2f02b7ac04877494dc0be19c5c0b5c8d,20240901,240,153,7,,approve,15364.989436,1.2159,18682.29,24.233,ethereum,confirmed,18126587,2024-09-01 00:22:00
6912,0xdfe171be833d33b355dac298ed922d9c70752a193e8f52a138137832d0b2494c,20241206,231,231,4,1,unstake,40550.095863,0.9682,39260.6,4.8854,solana,confirmed,19553721,2024-12-06 08:21:00
6913,0x8bc684dc225e37bf8861245e7c97900298b0d53f27437782bf77ea5a1a5cc167,20240804,286,226,2,,bridge,38390.379801,66844.6175,2566190253.48,,solana,confirmed,18978825,2024-08-04 18:11:00
6914,0x1a128edae7f8031d3a376c531bed259ea1851fe7bf4f374e0a0de215c485ebbd,20241005,252,63,1,8,burn,16680.267539,3205.1649,53463008.04,58.2515,polygon,confirmed,19199374,2024-10-05 19:03:00
6915,0x02fc0b5191935d394c397539d8b6fa9126e444b23f1f5aa1f8a657e57ed0af12,20240222,225,150,1,,mint,40169.610758,3083.7026,123871133.14,9.7355,optimism,pending,20966917,2024-02-22 04:20:00
6916,0x6789c571e6681ebca7bc183df0291392fda25b0dee9fcc859df1d3a86e475747,20241027,68,19,5,9,approve,37424.484627,181.3595,6787285.82,23.5233,arbitrum,confirmed,18587970,2024-10-27 18:43:00
6917,0x43c1b6669244e77dc0714a01b9b2ab50d20d4f74b7c53e47b1cc7013f585f7a7,20240125,38,199,6,6,unstake,27393.318678,0.8613,23593.87,37.7164,polygon,confirmed,20418304,2024-01-25 06:57:00
6918,0xc25a23c7ace37c5a0617a065aebddf96a976099f48027a830d27131eb0951c2a,20241015,46,251,6,8,mint,13429.562955,0.8022,10773.2,77.2932,polygon,confirmed,20719800,2024-10-15 04:15:00
6919,0x1fc9bb4c2f0ea9484a483d34d091321265eca9ea5f0b09dc3a7063e2e12be949,20240321,40,218,1,,unstake,24501.534443,3379.1272,82793801.48,67.8803,ethereum,confirmed,18725787,2024-03-21 20:14:00
6920,0x195c2636f2b266c0e9512ee964cd844df731e9c18089a8b39b13054895a85410,20240810,93,176,7,6,stake,8290.316647,1.2099,10030.45,47.516,polygon,confirmed,20524814,2024-08-10 03:39:00
6921,0x35e2026f981ed97cfe3156b129a412456c1b3203a88bbf8ec3f8af7535a149e2,20240804,63,158,10,,stake,46657.285423,17.7647,828852.68,36.485,arbitrum,confirmed,18226085,2024-08-04 05:29:00
6922,0x5209334a14a2d4cb117489fc0951d598e6f7a2a960b34e7d7d18e8c6b23e0f08,20240423,35,243,9,1,approve,42224.770126,390.2488,16478165.87,70.9993,arbitrum,confirmed,19311723,2024-04-23 03:55:00
6923,0x11c9bb78e2ad55bd0e8fbc64e1ee4cbba83b5123d8649f0c4f909f156412eeb2,20241220,280,154,9,1,approve,41173.481803,440.9866,18156953.75,53.8902,optimism,confirmed,18352875,2024-12-20 01:17:00
6924,0x97481cf335499ecc1aa7468e3d2cf492d495b7201507297476b709e5c1b31d43,20240816,222,21,2,10,burn,8355.827535,61531.5952,514147397.44,,solana,confirmed,19855374,2024-08-16 15:30:00
6925,0x05b1132f710b100665205e6cdbbb3ec6e633f468b25a6212f1ff28395f959a92,20240304,173,124,4,6,unstake,33029.790679,1.0289,33984.35,19.0996,optimism,confirmed,19287477,2024-03-04 04:15:00
6926,0x373714019174986ea37fd9f1933e16b18febfbae38f2a47c75dc43133df4772f,20240721,207,120,4,,stake,36953.517974,0.9909,36617.24,52.5177,polygon,confirmed,18635670,2024-07-21 14:02:00
6927,0x649f4757f1566d8e2a25c2de31b4d80daf50ed4a0fa1b9741cefec31354a250f,20240319,279,252,9,3,burn,25891.698392,450.475,11663562.83,29.308,binance_smart_chain,confirmed,18466045,2024-03-19 13:19:00
6928,0x495009989b6945f2dfa1bd4ee228dc447d9c386d60a582f77f6269b5be02e882,20240103,137,75,3,,swap,11976.24303,0.9629,11531.92,20.6846,binance_smart_chain,confirmed,20556618,2024-01-03 07:51:00
6929,0xa2c494baa0e42f0ed8bf0910c5f79281f5c44020c6884358ac48af3e4f6818f2,20241004,251,218,5,4,swap,39840.679581,177.1569,7058051.29,68.0926,polygon,confirmed,20996969,2024-10-04 12:54:00
6930,0x0d994a813458f6e1a1883c99865e874b9ae56f851a66814a83ce6ba317ddc424,20241117,258,75,1,8,unstake,34632.585551,3251.4898,112607498.67,11.9911,ethereum,confirmed,20469115,2024-11-17 10:33:00
6931,0xf66b11806ea557173d6a4187d88db61d67c1e4cca0f1380c60acbd213bb0dc82,20240926,295,63,4,10,mint,25077.451422,1.0151,25456.12,44.4925,solana,confirmed,19598067,2024-09-26 15:20:00
6932,0xe3b71e6b3a74695943b659d5fac00e1cf330b970d8e4d7b7207714d13a263bf5,20240618,231,281,2,9,unstake,9475.11098,62878.1369,595777325.34,,solana,confirmed,19496113,2024-06-18 00:59:00
6933,0x8291e16a07048e4d4b66de5e0e345e70b9e42dbf551a2dd80d15cb64fa043af8,20240519,174,48,3,7,stake,42950.201824,0.9641,41408.29,21.0947,arbitrum,confirmed,19235280,2024-05-19 20:21:00
6934,0x8bc06e79429038eb728a70cb685f30b75909879213394abeb85421bb7ee522b5,20241115,244,219,10,10,mint,48407.849608,18.4014,890772.2,59.2435,ethereum,confirmed,19472771,2024-11-15 07:38:00
6935,0x49861c937dbe8e844e1687fa3c20106d4a2aa7b94bc16b5e5cdbef06069ae61b,20240414,226,44,3,,mint,27468.613108,0.933,25628.22,20.4201,binance_smart_chain,confirmed,20709134,2024-04-14 04:55:00
6936,0x90b78dd9b9b3a8e2071ebab6aa19d9d63e064a480c4173b8b3cadd6006de6cb0,20240103,159,63,5,1,stake,1141.383106,178.8648,204153.26,65.051,arbitrum,confirmed,19709330,2024-01-03 22:16:00
6937,0x9b20c95bf20fddc4ddeaa5a868226ae30d9979aece804e668910f2ab69151135,20240421,30,123,1,,approve,49326.971813,3236.3023,159636992.33,57.7795,arbitrum,confirmed,20820626,2024-04-21 11:50:00
6938,0x132808a24f1baf00eefc8de83f7900f5f8d4a81dd964f10409bfd3bba657d800,20240906,272,116,8,5,stake,7247.457267,1.9706,14281.84,38.7121,arbitrum,confirmed,19825535,2024-09-06 20:46:00
6939,0xbf81a6c7add8d5006251ff86cdaf9574c2744d9a344a10f5e1941b383d238c3e,20241210,77,41,9,5,unstake,8420.673048,411.9844,3469185.93,73.1449,binance_smart_chain,confirmed,20115064,2024-12-10 04:15:00
6940,0x0b7ee5391eec7ca6cb80fd92b26af64ea9bae70e53a869926dbbd923781497d5,20240809,151,107,1,3,bridge,45018.123491,3003.8924,135229599.02,68.3305,solana,confirmed,20615281,2024-08-09 10:07:00
6941,0x55d2b2af076992766585c8094bcb9bfca3c95697b146b43dccae2819373a57b9,20240306,259,135,1,6,transfer,30445.255705,3389.7232,103200989.59,11.4188,ethereum,confirmed,18501369,2024-03-06 05:01:00
6942,0x14bb94ca7b9280565572695abc5d57f2e7bf656be94e2b1407d6a2982d86fa85,20240103,56,174,8,7,mint,27680.369315,2.0107,55656.92,23.9936,optimism,confirmed,19144039,2024-01-03 04:00:00
6943,0xe2802d1db9f67ac7cd51b21680c46192d7ba9ac2f990c3cbe40bb4a62f7b1a5d,20240227,136,56,4,9,swap,2460.268971,1.0773,2650.45,53.3547,ethereum,confirmed,20962631,2024-02-27 09:30:00
6944,0x6d20c390a01a134f723c283a9ebbb0b67a012284ca675b0b8575046be6930901,20240422,117,159,6,9,burn,14061.98917,0.8702,12236.74,23.2314,ethereum,confirmed,20718176,2024-04-22 18:42:00
6945,0x7db3ffe63ae44ffb0eb8c011e7853c6796c3f76e68639aff812c4005e6573ac7,20240222,31,22,7,5,unstake,5516.944376,1.1665,6435.52,65.3925,arbitrum,confirmed,18949258,2024-02-22 03:08:00
6946,0xabfe13722b7a5004e05e010aa33dcd032a0beb679dd504df966acf0fc4f2622d,20240405,288,117,9,,swap,24017.709808,409.2787,9829937.05,47.6342,solana,confirmed,20416040,2024-04-05 15:57:00
6947,0xe200ffd0da7ed38be712f2fbf4c44c3b426d41561938ee50f69ff4dcce68aa7d,20241214,240,280,2,5,bridge,45615.250436,64385.4856,2936960050.09,,ethereum,confirmed,18858361,2024-12-14 08:54:00
6948,0x260826756cd7149ab170e41476623cfc309cff0551112d7341e2df54c3d32217,20240320,215,257,5,2,approve,38600.779535,187.7824,7248547.02,2.78,arbitrum,confirmed,18302875,2024-03-20 09:05:00
6949,0x91d9ced6e681ec1e83ae0a2f30e47651a27ffc504f62d1847bb2bde56f415b00,20240814,88,248,3,,transfer,12745.602542,1.0559,13458.08,20.229,solana,failed,20960322,2024-08-14 05:44:00
6950,0x32b0cae27663521832af731a22cd6dc546f076c988f661b42dfd57a687a2e4e0,20241104,104,264,6,5,approve,15195.185692,0.787,11958.61,7.0016,solana,confirmed,19060696,2024-11-04 20:54:00
6951,0xeb8df9ae5657b92e70a996a9a154cc151e60a3d03c16806a1df1f1fabbda5e1c,20241220,8,178,1,3,approve,19202.139376,2971.7318,57063608.21,72.0991,binance_smart_chain,confirmed,19545180,2024-12-20 19:14:00
6952,0x9f22662caab8dec589760cefadbabf169a84453c1e01a8eb940159eee4762705,20240513,244,230,9,,transfer,16108.046186,430.9294,6941430.68,7.3085,ethereum,pending,20766538,2024-05-13 00:00:00
6953,0xf97f16730f6947d98c3d05e3c878413ef9caee307d0eef6f2e1aa6bcaeba6f04,20240211,56,164,1,2,stake,11159.233774,2952.5467,32948158.85,14.9761,optimism,confirmed,18919193,2024-02-11 20:10:00
6954,0x6f6c878fe6747438fb4d45f978cde8e7b15bd6138560eac132bde31be567dfe5,20240424,86,87,5,2,burn,17140.025671,171.9341,2946954.89,37.9197,binance_smart_chain,confirmed,20919467,2024-04-24 03:39:00
6955,0x5ea6478909a78fe72db468347983363dd58b14497e26a6da357eec336702fde2,20241214,151,99,5,7,approve,2493.454205,188.7697,470688.6,19.5741,solana,confirmed,19877994,2024-12-14 14:39:00
6956,0x82de79c5d5a83c2868d112e5797414f15f19319c9a3b3e0a872bc7a67a895ff3,20240209,229,293,3,1,mint,8876.941981,0.9409,8352.31,6.2504,polygon,confirmed,19205481,2024-02-09 14:59:00
